Frequency (GHz)	Im(Y(1,1)) : transmon_coupling qq leg	Im(Y(1,2)) : transmon_coupling qq leg	Im(Y(2,2)) : transmon_coupling qq leg
1.15	0.000766874	-4.08741e-06	0.000766387
1.16	0.000773557	-4.12228e-06	0.000773066
1.17	0.000780241	-4.15714e-06	0.000779745
1.18	0.000786925	-4.19198e-06	0.000786425
1.19	0.000793609	-4.2268e-06	0.000793105
1.2	0.000800294	-4.26161e-06	0.000799785
1.21	0.000806979	-4.2964e-06	0.000806466
1.22	0.000813665	-4.33118e-06	0.000813147
1.23	0.000820351	-4.36594e-06	0.000819828
1.24	0.000827037	-4.40069e-06	0.00082651
1.25	0.000833724	-4.43541e-06	0.000833193
1.26	0.000840411	-4.47012e-06	0.000839876
1.27	0.000847099	-4.50482e-06	0.000846559
1.28	0.000853787	-4.53949e-06	0.000853243
1.29	0.000860476	-4.57415e-06	0.000859927
1.3	0.000867165	-4.6088e-06	0.000866612
1.31	0.000873854	-4.64342e-06	0.000873297
1.32	0.000880544	-4.67803e-06	0.000879982
1.33	0.000887234	-4.71262e-06	0.000886668
1.34	0.000893925	-4.74719e-06	0.000893355
1.35	0.000900617	-4.78175e-06	0.000900042
1.36	0.000907308	-4.81628e-06	0.000906729
1.37	0.000914001	-4.8508e-06	0.000913417
1.38	0.000920693	-4.8853e-06	0.000920105
1.39	0.000927387	-4.91979e-06	0.000926794
1.4	0.00093408	-4.95425e-06	0.000933483
1.41	0.000940774	-4.9887e-06	0.000940173
1.42	0.000947469	-5.02312e-06	0.000946863
1.43	0.000954164	-5.05753e-06	0.000953554
1.44	0.00096086	-5.09192e-06	0.000960245
1.45	0.000967556	-5.12629e-06	0.000966937
1.46	0.000974253	-5.16064e-06	0.000973629
1.47	0.00098095	-5.19498e-06	0.000980322
1.48	0.000987648	-5.22929e-06	0.000987015
1.49	0.000994346	-5.26359e-06	0.000993709
1.5	0.00100104	-5.29786e-06	0.0010004
1.51	0.00100774	-5.33212e-06	0.0010071
1.52	0.00101444	-5.36635e-06	0.00101379
1.53	0.00102114	-5.40057e-06	0.00102049
1.54	0.00102785	-5.43476e-06	0.00102719
1.55	0.00103455	-5.46894e-06	0.00103388
1.56	0.00104125	-5.50309e-06	0.00104058
1.57	0.00104795	-5.53723e-06	0.00104728
1.58	0.00105465	-5.57134e-06	0.00105398
1.59	0.00106136	-5.60544e-06	0.00106068
1.6	0.00106806	-5.63951e-06	0.00106738
1.61	0.00107477	-5.67356e-06	0.00107408
1.62	0.00108147	-5.70759e-06	0.00108078
1.63	0.00108818	-5.7416e-06	0.00108748
1.64	0.00109488	-5.77559e-06	0.00109418
1.65	0.00110159	-5.80956e-06	0.00110088
1.66	0.0011083	-5.84351e-06	0.00110759
1.67	0.00111501	-5.87743e-06	0.00111429
1.68	0.00112172	-5.91133e-06	0.001121
1.69	0.00112843	-5.94522e-06	0.0011277
1.7	0.00113514	-5.97907e-06	0.00113441
1.71	0.00114185	-6.01291e-06	0.00114111
1.72	0.00114856	-6.04673e-06	0.00114782
1.73	0.00115527	-6.08052e-06	0.00115453
1.74	0.00116198	-6.11429e-06	0.00116123
1.75	0.00116869	-6.14804e-06	0.00116794
1.76	0.00117541	-6.18176e-06	0.00117465
1.77	0.00118212	-6.21546e-06	0.00118136
1.78	0.00118884	-6.24914e-06	0.00118807
1.79	0.00119555	-6.28279e-06	0.00119478
1.8	0.00120227	-6.31643e-06	0.00120149
1.81	0.00120899	-6.35003e-06	0.00120821
1.82	0.0012157	-6.38362e-06	0.00121492
1.83	0.00122242	-6.41718e-06	0.00122163
1.84	0.00122914	-6.45072e-06	0.00122835
1.85	0.00123586	-6.48423e-06	0.00123506
1.86	0.00124258	-6.51772e-06	0.00124178
1.87	0.0012493	-6.55118e-06	0.00124849
1.88	0.00125602	-6.58462e-06	0.00125521
1.89	0.00126274	-6.61804e-06	0.00126193
1.9	0.00126947	-6.65143e-06	0.00126865
1.91	0.00127619	-6.68479e-06	0.00127537
1.92	0.00128291	-6.71813e-06	0.00128209
1.93	0.00128964	-6.75145e-06	0.00128881
1.94	0.00129636	-6.78474e-06	0.00129553
1.95	0.00130309	-6.818e-06	0.00130225
1.96	0.00130982	-6.85124e-06	0.00130897
1.97	0.00131654	-6.88446e-06	0.00131569
1.98	0.00132327	-6.91764e-06	0.00132242
1.99	0.00133	-6.9508e-06	0.00132914
2	0.00133673	-6.98394e-06	0.00133587
2.01	0.00134346	-7.01705e-06	0.00134259
2.02	0.00135019	-7.05013e-06	0.00134932
2.03	0.00135692	-7.08318e-06	0.00135605
2.04	0.00136366	-7.1162e-06	0.00136278
2.05	0.00137039	-7.1492e-06	0.0013695
2.06	0.00137712	-7.18216e-06	0.00137623
2.07	0.00138386	-7.21509e-06	0.00138296
2.08	0.00139059	-7.248e-06	0.00138969
2.09	0.00139733	-7.28087e-06	0.00139643
2.1	0.00140407	-7.31372e-06	0.00140316
2.11	0.0014108	-7.34653e-06	0.00140989
2.12	0.00141754	-7.37931e-06	0.00141662
2.13	0.00142428	-7.41207e-06	0.00142336
2.14	0.00143102	-7.44479e-06	0.00143009
2.15	0.00143776	-7.47748e-06	0.00143683
2.16	0.0014445	-7.51014e-06	0.00144357
2.17	0.00145125	-7.54277e-06	0.00145031
2.18	0.00145799	-7.57536e-06	0.00145704
2.19	0.00146473	-7.60793e-06	0.00146378
2.2	0.00147148	-7.64046e-06	0.00147052
2.21	0.00147822	-7.67296e-06	0.00147726
2.22	0.00148497	-7.70543e-06	0.001484
2.23	0.00149171	-7.73787e-06	0.00149075
2.24	0.00149846	-7.77027e-06	0.00149749
2.25	0.00150521	-7.80264e-06	0.00150423
2.26	0.00151196	-7.83498e-06	0.00151098
2.27	0.00151871	-7.86729e-06	0.00151772
2.28	0.00152546	-7.89956e-06	0.00152447
2.29	0.00153221	-7.9318e-06	0.00153122
2.3	0.00153896	-7.964e-06	0.00153796
2.31	0.00154572	-7.99618e-06	0.00154471
2.32	0.00155247	-8.02831e-06	0.00155146
2.33	0.00155923	-8.06042e-06	0.00155821
2.34	0.00156598	-8.09249e-06	0.00156496
2.35	0.00157274	-8.12452e-06	0.00157171
2.36	0.00157949	-8.15653e-06	0.00157847
2.37	0.00158625	-8.18849e-06	0.00158522
2.38	0.00159301	-8.22042e-06	0.00159197
2.39	0.00159977	-8.25232e-06	0.00159873
2.4	0.00160653	-8.28418e-06	0.00160549
2.41	0.00161329	-8.31601e-06	0.00161224
2.42	0.00162005	-8.3478e-06	0.001619
2.43	0.00162682	-8.37955e-06	0.00162576
2.44	0.00163358	-8.41127e-06	0.00163252
2.45	0.00164035	-8.44296e-06	0.00163928
2.46	0.00164711	-8.4746e-06	0.00164604
2.47	0.00165388	-8.50621e-06	0.0016528
2.48	0.00166065	-8.53779e-06	0.00165956
2.49	0.00166741	-8.56933e-06	0.00166633
2.5	0.00167418	-8.60083e-06	0.00167309
2.51	0.00168095	-8.63229e-06	0.00167986
2.52	0.00168772	-8.66372e-06	0.00168662
2.53	0.0016945	-8.69511e-06	0.00169339
2.54	0.00170127	-8.72646e-06	0.00170016
2.55	0.00170804	-8.75777e-06	0.00170693
2.56	0.00171482	-8.78905e-06	0.0017137
2.57	0.00172159	-8.82028e-06	0.00172047
2.58	0.00172837	-8.85148e-06	0.00172724
2.59	0.00173514	-8.88265e-06	0.00173401
2.6	0.00174192	-8.91377e-06	0.00174078
2.61	0.0017487	-8.94485e-06	0.00174756
2.62	0.00175548	-8.9759e-06	0.00175433
2.63	0.00176226	-9.00691e-06	0.00176111
2.64	0.00176904	-9.03787e-06	0.00176789
2.65	0.00177583	-9.0688e-06	0.00177466
2.66	0.00178261	-9.09969e-06	0.00178144
2.67	0.00178939	-9.13054e-06	0.00178822
2.68	0.00179618	-9.16135e-06	0.001795
2.69	0.00180297	-9.19212e-06	0.00180179
2.7	0.00180975	-9.22285e-06	0.00180857
2.71	0.00181654	-9.25354e-06	0.00181535
2.72	0.00182333	-9.28419e-06	0.00182214
2.73	0.00183012	-9.31479e-06	0.00182892
2.74	0.00183691	-9.34536e-06	0.00183571
2.75	0.0018437	-9.37589e-06	0.0018425
2.76	0.0018505	-9.40637e-06	0.00184928
2.77	0.00185729	-9.43682e-06	0.00185607
2.78	0.00186408	-9.46722e-06	0.00186286
2.79	0.00187088	-9.49758e-06	0.00186965
2.8	0.00187768	-9.5279e-06	0.00187645
2.81	0.00188448	-9.55818e-06	0.00188324
2.82	0.00189127	-9.58841e-06	0.00189003
2.83	0.00189807	-9.6186e-06	0.00189683
2.84	0.00190488	-9.64876e-06	0.00190362
2.85	0.00191168	-9.67886e-06	0.00191042
2.86	0.00191848	-9.70893e-06	0.00191722
2.87	0.00192528	-9.73895e-06	0.00192402
2.88	0.00193209	-9.76893e-06	0.00193082
2.89	0.00193889	-9.79887e-06	0.00193762
2.9	0.0019457	-9.82876e-06	0.00194442
2.91	0.00195251	-9.85861e-06	0.00195123
2.92	0.00195932	-9.88841e-06	0.00195803
2.93	0.00196613	-9.91818e-06	0.00196483
2.94	0.00197294	-9.94789e-06	0.00197164
2.95	0.00197975	-9.97757e-06	0.00197845
2.96	0.00198656	-1.00072e-05	0.00198526
2.97	0.00199338	-1.00368e-05	0.00199207
2.98	0.00200019	-1.00663e-05	0.00199888
2.99	0.00200701	-1.00958e-05	0.00200569
3	0.00201383	-1.01253e-05	0.0020125
3.01	0.00202064	-1.01547e-05	0.00201931
3.02	0.00202746	-1.0184e-05	0.00202613
3.03	0.00203428	-1.02133e-05	0.00203294
3.04	0.00204111	-1.02426e-05	0.00203976
3.05	0.00204793	-1.02718e-05	0.00204658
3.06	0.00205475	-1.0301e-05	0.0020534
3.07	0.00206158	-1.03301e-05	0.00206022
3.08	0.0020684	-1.03592e-05	0.00206704
3.09	0.00207523	-1.03883e-05	0.00207386
3.1	0.00208206	-1.04173e-05	0.00208068
3.11	0.00208888	-1.04462e-05	0.0020875
3.12	0.00209571	-1.04751e-05	0.00209433
3.13	0.00210255	-1.0504e-05	0.00210116
3.14	0.00210938	-1.05328e-05	0.00210798
3.15	0.00211621	-1.05615e-05	0.00211481
3.16	0.00212305	-1.05902e-05	0.00212164
3.17	0.00212988	-1.06189e-05	0.00212847
3.18	0.00213672	-1.06475e-05	0.0021353
3.19	0.00214356	-1.06761e-05	0.00214214
3.2	0.00215039	-1.07046e-05	0.00214897
3.21	0.00215723	-1.07331e-05	0.00215581
3.22	0.00216408	-1.07615e-05	0.00216264
3.23	0.00217092	-1.07899e-05	0.00216948
3.24	0.00217776	-1.08182e-05	0.00217632
3.25	0.00218461	-1.08465e-05	0.00218316
3.26	0.00219145	-1.08747e-05	0.00219
3.27	0.0021983	-1.09029e-05	0.00219684
3.28	0.00220515	-1.0931e-05	0.00220368
3.29	0.002212	-1.09591e-05	0.00221053
3.3	0.00221885	-1.09871e-05	0.00221737
3.31	0.0022257	-1.10151e-05	0.00222422
3.32	0.00223255	-1.1043e-05	0.00223106
3.33	0.0022394	-1.10709e-05	0.00223791
3.34	0.00224626	-1.10987e-05	0.00224476
3.35	0.00225311	-1.11265e-05	0.00225161
3.36	0.00225997	-1.11542e-05	0.00225847
3.37	0.00226683	-1.11819e-05	0.00226532
3.38	0.00227369	-1.12095e-05	0.00227217
3.39	0.00228055	-1.12371e-05	0.00227903
3.4	0.00228741	-1.12646e-05	0.00228589
3.41	0.00229428	-1.12921e-05	0.00229275
3.42	0.00230114	-1.13195e-05	0.0022996
3.43	0.00230801	-1.13469e-05	0.00230646
3.44	0.00231487	-1.13742e-05	0.00231333
3.45	0.00232174	-1.14015e-05	0.00232019
3.46	0.00232861	-1.14287e-05	0.00232705
3.47	0.00233548	-1.14558e-05	0.00233392
3.48	0.00234235	-1.14829e-05	0.00234079
3.49	0.00234923	-1.151e-05	0.00234765
3.5	0.0023561	-1.1537e-05	0.00235452
3.51	0.00236297	-1.15639e-05	0.00236139
3.52	0.00236985	-1.15908e-05	0.00236826
3.53	0.00237673	-1.16177e-05	0.00237514
3.54	0.00238361	-1.16445e-05	0.00238201
3.55	0.00239049	-1.16712e-05	0.00238888
3.56	0.00239737	-1.16979e-05	0.00239576
3.57	0.00240425	-1.17245e-05	0.00240264
3.58	0.00241114	-1.17511e-05	0.00240952
3.59	0.00241802	-1.17776e-05	0.0024164
3.6	0.00242491	-1.18041e-05	0.00242328
3.61	0.0024318	-1.18305e-05	0.00243016
3.62	0.00243869	-1.18568e-05	0.00243705
3.63	0.00244558	-1.18831e-05	0.00244393
3.64	0.00245247	-1.19094e-05	0.00245082
3.65	0.00245936	-1.19356e-05	0.0024577
3.66	0.00246626	-1.19617e-05	0.00246459
3.67	0.00247315	-1.19878e-05	0.00247148
3.68	0.00248005	-1.20138e-05	0.00247838
3.69	0.00248695	-1.20398e-05	0.00248527
3.7	0.00249385	-1.20657e-05	0.00249216
3.71	0.00250075	-1.20916e-05	0.00249906
3.72	0.00250765	-1.21174e-05	0.00250595
3.73	0.00251455	-1.21431e-05	0.00251285
3.74	0.00252146	-1.21688e-05	0.00251975
3.75	0.00252836	-1.21944e-05	0.00252665
3.76	0.00253527	-1.222e-05	0.00253355
3.77	0.00254218	-1.22455e-05	0.00254046
3.78	0.00254909	-1.2271e-05	0.00254736
3.79	0.002556	-1.22964e-05	0.00255427
3.8	0.00256292	-1.23217e-05	0.00256118
3.81	0.00256983	-1.2347e-05	0.00256808
3.82	0.00257675	-1.23722e-05	0.00257499
3.83	0.00258366	-1.23974e-05	0.00258191
3.84	0.00259058	-1.24225e-05	0.00258882
3.85	0.0025975	-1.24476e-05	0.00259573
3.86	0.00260442	-1.24725e-05	0.00260265
3.87	0.00261134	-1.24975e-05	0.00260956
3.88	0.00261827	-1.25224e-05	0.00261648
3.89	0.00262519	-1.25472e-05	0.0026234
3.9	0.00263212	-1.25719e-05	0.00263032
3.91	0.00263905	-1.25966e-05	0.00263725
3.92	0.00264598	-1.26213e-05	0.00264417
3.93	0.00265291	-1.26459e-05	0.00265109
3.94	0.00265984	-1.26704e-05	0.00265802
3.95	0.00266677	-1.26948e-05	0.00266495
3.96	0.00267371	-1.27192e-05	0.00267188
