Frequency (GHz)	Im(Y(1,1)) : transmon_coupling qq leg	Im(Y(1,2)) : transmon_coupling qq leg	Im(Y(2,2)) : transmon_coupling qq leg
2.1	0.00139302	-1.80794e-05	0.00139266
2.11	0.00139974	-1.81341e-05	0.00139938
2.12	0.00140645	-1.8189e-05	0.00140609
2.13	0.00141317	-1.82442e-05	0.0014128
2.14	0.00141989	-1.82997e-05	0.00141951
2.15	0.0014266	-1.83554e-05	0.00142623
2.16	0.00143332	-1.84113e-05	0.00143294
2.17	0.00144004	-1.84675e-05	0.00143966
2.18	0.00144676	-1.85239e-05	0.00144637
2.19	0.00145348	-1.85805e-05	0.00145309
2.2	0.00146019	-1.86373e-05	0.0014598
2.21	0.00146691	-1.86943e-05	0.00146652
2.22	0.00147364	-1.87515e-05	0.00147324
2.23	0.00148036	-1.88089e-05	0.00147996
2.24	0.00148708	-1.88665e-05	0.00148667
2.25	0.0014938	-1.89243e-05	0.00149339
2.26	0.00150052	-1.89823e-05	0.00150011
2.27	0.00150725	-1.90404e-05	0.00150683
2.28	0.00151397	-1.90987e-05	0.00151355
2.29	0.0015207	-1.91572e-05	0.00152027
2.3	0.00152742	-1.92158e-05	0.001527
2.31	0.00153415	-1.92746e-05	0.00153372
2.32	0.00154087	-1.93335e-05	0.00154044
2.33	0.0015476	-1.93926e-05	0.00154717
2.34	0.00155433	-1.94518e-05	0.00155389
2.35	0.00156106	-1.95112e-05	0.00156061
2.36	0.00156778	-1.95707e-05	0.00156734
2.37	0.00157451	-1.96303e-05	0.00157407
2.38	0.00158124	-1.969e-05	0.00158079
2.39	0.00158798	-1.97499e-05	0.00158752
2.4	0.00159471	-1.98099e-05	0.00159425
2.41	0.00160144	-1.987e-05	0.00160098
2.42	0.00160817	-1.99302e-05	0.00160771
2.43	0.00161491	-1.99905e-05	0.00161444
2.44	0.00162164	-2.0051e-05	0.00162117
2.45	0.00162838	-2.01115e-05	0.0016279
2.46	0.00163511	-2.01722e-05	0.00163464
2.47	0.00164185	-2.02329e-05	0.00164137
2.48	0.00164859	-2.02938e-05	0.0016481
2.49	0.00165532	-2.03547e-05	0.00165484
2.5	0.00166206	-2.04157e-05	0.00166157
2.51	0.0016688	-2.04768e-05	0.00166831
2.52	0.00167554	-2.0538e-05	0.00167505
2.53	0.00168228	-2.05993e-05	0.00168178
2.54	0.00168903	-2.06607e-05	0.00168852
2.55	0.00169577	-2.07221e-05	0.00169526
2.56	0.00170251	-2.07836e-05	0.001702
2.57	0.00170926	-2.08452e-05	0.00170874
2.58	0.001716	-2.09069e-05	0.00171549
2.59	0.00172275	-2.09686e-05	0.00172223
2.6	0.00172949	-2.10304e-05	0.00172897
2.61	0.00173624	-2.10922e-05	0.00173572
2.62	0.00174299	-2.11542e-05	0.00174246
2.63	0.00174974	-2.12161e-05	0.00174921
2.64	0.00175649	-2.12782e-05	0.00175595
2.65	0.00176324	-2.13403e-05	0.0017627
2.66	0.00176999	-2.14024e-05	0.00176945
2.67	0.00177674	-2.14647e-05	0.0017762
2.68	0.0017835	-2.15269e-05	0.00178295
2.69	0.00179025	-2.15892e-05	0.0017897
2.7	0.001797	-2.16516e-05	0.00179645
2.71	0.00180376	-2.1714e-05	0.0018032
2.72	0.00181052	-2.17765e-05	0.00180996
2.73	0.00181727	-2.1839e-05	0.00181671
2.74	0.00182403	-2.19015e-05	0.00182347
2.75	0.00183079	-2.19641e-05	0.00183022
2.76	0.00183755	-2.20267e-05	0.00183698
2.77	0.00184431	-2.20894e-05	0.00184374
2.78	0.00185107	-2.21521e-05	0.0018505
2.79	0.00185784	-2.22148e-05	0.00185726
2.8	0.0018646	-2.22776e-05	0.00186402
2.81	0.00187137	-2.23404e-05	0.00187078
2.82	0.00187813	-2.24032e-05	0.00187754
2.83	0.0018849	-2.24661e-05	0.0018843
2.84	0.00189166	-2.25289e-05	0.00189107
2.85	0.00189843	-2.25919e-05	0.00189783
2.86	0.0019052	-2.26548e-05	0.0019046
2.87	0.00191197	-2.27178e-05	0.00191136
2.88	0.00191874	-2.27808e-05	0.00191813
2.89	0.00192552	-2.28438e-05	0.0019249
2.9	0.00193229	-2.29068e-05	0.00193167
2.91	0.00193906	-2.29699e-05	0.00193844
2.92	0.00194584	-2.30329e-05	0.00194521
2.93	0.00195261	-2.3096e-05	0.00195199
2.94	0.00195939	-2.31591e-05	0.00195876
2.95	0.00196617	-2.32223e-05	0.00196553
2.96	0.00197295	-2.32854e-05	0.00197231
2.97	0.00197973	-2.33485e-05	0.00197909
2.98	0.00198651	-2.34117e-05	0.00198586
2.99	0.00199329	-2.34749e-05	0.00199264
3	0.00200007	-2.35381e-05	0.00199942
3.01	0.00200685	-2.36013e-05	0.0020062
3.02	0.00201364	-2.36645e-05	0.00201298
3.03	0.00202042	-2.37277e-05	0.00201976
3.04	0.00202721	-2.37909e-05	0.00202655
3.05	0.002034	-2.38541e-05	0.00203333
3.06	0.00204079	-2.39174e-05	0.00204012
3.07	0.00204758	-2.39806e-05	0.0020469
3.08	0.00205437	-2.40439e-05	0.00205369
3.09	0.00206116	-2.41071e-05	0.00206048
3.1	0.00206795	-2.41703e-05	0.00206727
3.11	0.00207475	-2.42336e-05	0.00207406
3.12	0.00208154	-2.42968e-05	0.00208085
3.13	0.00208834	-2.43601e-05	0.00208764
3.14	0.00209513	-2.44233e-05	0.00209444
3.15	0.00210193	-2.44866e-05	0.00210123
3.16	0.00210873	-2.45498e-05	0.00210803
3.17	0.00211553	-2.46131e-05	0.00211483
3.18	0.00212233	-2.46763e-05	0.00212162
3.19	0.00212913	-2.47395e-05	0.00212842
3.2	0.00213594	-2.48028e-05	0.00213522
3.21	0.00214274	-2.4866e-05	0.00214202
3.22	0.00214955	-2.49292e-05	0.00214883
3.23	0.00215635	-2.49924e-05	0.00215563
3.24	0.00216316	-2.50556e-05	0.00216243
3.25	0.00216997	-2.51188e-05	0.00216924
3.26	0.00217678	-2.51819e-05	0.00217604
3.27	0.00218359	-2.52451e-05	0.00218285
3.28	0.0021904	-2.53083e-05	0.00218966
3.29	0.00219722	-2.53714e-05	0.00219647
3.3	0.00220403	-2.54345e-05	0.00220328
3.31	0.00221085	-2.54976e-05	0.00221009
3.32	0.00221766	-2.55607e-05	0.00221691
3.33	0.00222448	-2.56238e-05	0.00222372
3.34	0.0022313	-2.56869e-05	0.00223054
3.35	0.00223812	-2.575e-05	0.00223735
3.36	0.00224494	-2.5813e-05	0.00224417
3.37	0.00225176	-2.5876e-05	0.00225099
3.38	0.00225859	-2.5939e-05	0.00225781
3.39	0.00226541	-2.6002e-05	0.00226463
3.4	0.00227224	-2.6065e-05	0.00227145
3.41	0.00227906	-2.6128e-05	0.00227828
3.42	0.00228589	-2.61909e-05	0.0022851
3.43	0.00229272	-2.62538e-05	0.00229193
3.44	0.00229955	-2.63167e-05	0.00229875
3.45	0.00230638	-2.63796e-05	0.00230558
3.46	0.00231322	-2.64424e-05	0.00231241
3.47	0.00232005	-2.65053e-05	0.00231924
3.48	0.00232688	-2.65681e-05	0.00232607
3.49	0.00233372	-2.66309e-05	0.00233291
3.5	0.00234056	-2.66936e-05	0.00233974
3.51	0.0023474	-2.67564e-05	0.00234658
3.52	0.00235424	-2.68191e-05	0.00235341
3.53	0.00236108	-2.68818e-05	0.00236025
3.54	0.00236792	-2.69444e-05	0.00236709
3.55	0.00237476	-2.7007e-05	0.00237393
3.56	0.00238161	-2.70697e-05	0.00238077
3.57	0.00238845	-2.71322e-05	0.00238761
3.58	0.0023953	-2.71948e-05	0.00239446
3.59	0.00240215	-2.72573e-05	0.0024013
3.6	0.002409	-2.73198e-05	0.00240815
3.61	0.00241585	-2.73823e-05	0.00241499
3.62	0.0024227	-2.74447e-05	0.00242184
3.63	0.00242956	-2.75071e-05	0.00242869
3.64	0.00243641	-2.75695e-05	0.00243554
3.65	0.00244327	-2.76319e-05	0.0024424
3.66	0.00245012	-2.76942e-05	0.00244925
3.67	0.00245698	-2.77565e-05	0.00245611
3.68	0.00246384	-2.78187e-05	0.00246296
3.69	0.0024707	-2.78809e-05	0.00246982
3.7	0.00247757	-2.79431e-05	0.00247668
3.71	0.00248443	-2.80053e-05	0.00248354
3.72	0.0024913	-2.80674e-05	0.0024904
3.73	0.00249816	-2.81295e-05	0.00249726
3.74	0.00250503	-2.81915e-05	0.00250413
3.75	0.0025119	-2.82536e-05	0.00251099
3.76	0.00251877	-2.83156e-05	0.00251786
3.77	0.00252564	-2.83775e-05	0.00252472
3.78	0.00253251	-2.84394e-05	0.00253159
3.79	0.00253939	-2.85013e-05	0.00253846
3.8	0.00254626	-2.85631e-05	0.00254534
3.81	0.00255314	-2.86249e-05	0.00255221
3.82	0.00256002	-2.86867e-05	0.00255908
3.83	0.0025669	-2.87484e-05	0.00256596
3.84	0.00257378	-2.88101e-05	0.00257284
3.85	0.00258066	-2.88718e-05	0.00257971
3.86	0.00258754	-2.89334e-05	0.00258659
3.87	0.00259443	-2.89949e-05	0.00259348
3.88	0.00260131	-2.90565e-05	0.00260036
3.89	0.0026082	-2.91179e-05	0.00260724
3.9	0.00261509	-2.91794e-05	0.00261413
3.91	0.00262198	-2.92408e-05	0.00262101
3.92	0.00262887	-2.93022e-05	0.0026279
3.93	0.00263577	-2.93635e-05	0.00263479
3.94	0.00264266	-2.94248e-05	0.00264168
3.95	0.00264956	-2.9486e-05	0.00264857
3.96	0.00265645	-2.95472e-05	0.00265547
3.97	0.00266335	-2.96084e-05	0.00266236
3.98	0.00267025	-2.96695e-05	0.00266926
3.99	0.00267715	-2.97306e-05	0.00267615
4	0.00268406	-2.97916e-05	0.00268305
4.01	0.00269096	-2.98526e-05	0.00268995
4.02	0.00269787	-2.99135e-05	0.00269686
4.03	0.00270477	-2.99744e-05	0.00270376
4.04	0.00271168	-3.00353e-05	0.00271066
4.05	0.00271859	-3.00961e-05	0.00271757
4.06	0.0027255	-3.01569e-05	0.00272448
4.07	0.00273242	-3.02176e-05	0.00273139
4.08	0.00273933	-3.02784e-05	0.0027383
4.09	0.00274625	-3.0339e-05	0.00274521
4.1	0.00275317	-3.03997e-05	0.00275212
4.11	0.00276009	-3.04602e-05	0.00275904
4.12	0.00276701	-3.05208e-05	0.00276595
4.13	0.00277393	-3.05813e-05	0.00277287
4.14	0.00278085	-3.06418e-05	0.00277979
4.15	0.00278778	-3.07022e-05	0.00278671
4.16	0.0027947	-3.07626e-05	0.00279364
4.17	0.00280163	-3.08229e-05	0.00280056
4.18	0.00280856	-3.08832e-05	0.00280749
4.19	0.00281549	-3.09434e-05	0.00281441
4.2	0.00282243	-3.10037e-05	0.00282134
4.21	0.00282936	-3.10638e-05	0.00282827
4.22	0.0028363	-3.11239e-05	0.00283521
4.23	0.00284323	-3.1184e-05	0.00284214
4.24	0.00285017	-3.1244e-05	0.00284907
4.25	0.00285711	-3.1304e-05	0.00285601
4.26	0.00286406	-3.1364e-05	0.00286295
4.27	0.002871	-3.14238e-05	0.00286989
4.28	0.00287795	-3.14837e-05	0.00287683
4.29	0.00288489	-3.15435e-05	0.00288377
4.3	0.00289184	-3.16032e-05	0.00289072
4.31	0.00289879	-3.16629e-05	0.00289766
4.32	0.00290574	-3.17226e-05	0.00290461
4.33	0.0029127	-3.17822e-05	0.00291156
4.34	0.00291965	-3.18418e-05	0.00291851
4.35	0.00292661	-3.19013e-05	0.00292546
4.36	0.00293357	-3.19607e-05	0.00293242
4.37	0.00294053	-3.20201e-05	0.00293937
4.38	0.00294749	-3.20795e-05	0.00294633
4.39	0.00295445	-3.21388e-05	0.00295329
4.4	0.00296142	-3.2198e-05	0.00296025
4.41	0.00296838	-3.22573e-05	0.00296721
4.42	0.00297535	-3.23164e-05	0.00297418
4.43	0.00298232	-3.23755e-05	0.00298114
4.44	0.00298929	-3.24346e-05	0.00298811
4.45	0.00299627	-3.24936e-05	0.00299508
4.46	0.00300324	-3.25525e-05	0.00300205
4.47	0.00301022	-3.26114e-05	0.00300902
4.48	0.00301719	-3.26702e-05	0.00301599
4.49	0.00302417	-3.2729e-05	0.00302297
4.5	0.00303116	-3.27877e-05	0.00302994
4.51	0.00303814	-3.28464e-05	0.00303692
4.52	0.00304512	-3.2905e-05	0.0030439
4.53	0.00305211	-3.29636e-05	0.00305089
4.54	0.0030591	-3.30221e-05	0.00305787
4.55	0.00306609	-3.30805e-05	0.00306485
4.56	0.00307308	-3.31389e-05	0.00307184
4.57	0.00308007	-3.31973e-05	0.00307883
4.58	0.00308707	-3.32555e-05	0.00308582
4.59	0.00309406	-3.33137e-05	0.00309281
4.6	0.00310106	-3.33719e-05	0.00309981
4.61	0.00310806	-3.343e-05	0.0031068
4.62	0.00311506	-3.3488e-05	0.0031138
4.63	0.00312207	-3.3546e-05	0.0031208
4.64	0.00312907	-3.3604e-05	0.0031278
4.65	0.00313608	-3.36618e-05	0.0031348
4.66	0.00314309	-3.37196e-05	0.0031418
4.67	0.0031501	-3.37774e-05	0.00314881
4.68	0.00315711	-3.3835e-05	0.00315582
4.69	0.00316412	-3.38926e-05	0.00316283
4.7	0.00317114	-3.39502e-05	0.00316984
4.71	0.00317816	-3.40077e-05	0.00317685
4.72	0.00318518	-3.40651e-05	0.00318387
4.73	0.0031922	-3.41225e-05	0.00319088
4.74	0.00319922	-3.41798e-05	0.0031979
4.75	0.00320624	-3.4237e-05	0.00320492
4.76	0.00321327	-3.42942e-05	0.00321194
4.77	0.0032203	-3.43513e-05	0.00321896
4.78	0.00322733	-3.44083e-05	0.00322599
4.79	0.00323436	-3.44653e-05	0.00323302
4.8	0.00324139	-3.45222e-05	0.00324004
4.81	0.00324843	-3.45791e-05	0.00324707
4.82	0.00325547	-3.46358e-05	0.00325411
4.83	0.0032625	-3.46925e-05	0.00326114
4.84	0.00326954	-3.47492e-05	0.00326818
4.85	0.00327659	-3.48057e-05	0.00327521
4.86	0.00328363	-3.48622e-05	0.00328225
4.87	0.00329068	-3.49187e-05	0.00328929
4.88	0.00329773	-3.4975e-05	0.00329634
4.89	0.00330477	-3.50313e-05	0.00330338
4.9	0.00331183	-3.50875e-05	0.00331043
4.91	0.00331888	-3.51437e-05	0.00331748
4.92	0.00332593	-3.51998e-05	0.00332453
