Frequency (GHz)	Im(Y(1,1)) : qubit_coupler_qubit_system	Im(Y(1,2)) : qubit_coupler_qubit_system	Im(Y(1,3)) : qubit_coupler_qubit_system	Im(Y(2,2)) : qubit_coupler_qubit_system	Im(Y(2,3)) : qubit_coupler_qubit_system	Im(Y(3,3)) : qubit_coupler_qubit_system
4.04	0.00272924	-1.29123e-05	-0.000204206	0.00272736	-0.000199149	0.00252667
4.05	0.00273619	-1.29362e-05	-0.000204716	0.0027343	-0.000199646	0.00253303
4.06	0.00274314	-1.29601e-05	-0.000205226	0.00274125	-0.000200143	0.0025394
4.07	0.00275009	-1.29838e-05	-0.000205736	0.00274819	-0.00020064	0.00254576
4.08	0.00275704	-1.30076e-05	-0.000206246	0.00275514	-0.000201137	0.00255212
4.09	0.002764	-1.30313e-05	-0.000206756	0.00276209	-0.000201634	0.00255849
4.1	0.00277095	-1.30549e-05	-0.000207266	0.00276904	-0.000202131	0.00256485
4.11	0.00277791	-1.30785e-05	-0.000207776	0.00277599	-0.000202628	0.00257122
4.12	0.00278487	-1.3102e-05	-0.000208286	0.00278294	-0.000203125	0.00257758
4.13	0.00279183	-1.31255e-05	-0.000208796	0.0027899	-0.000203622	0.00258395
4.14	0.00279879	-1.31489e-05	-0.000209306	0.00279685	-0.000204119	0.00259032
4.15	0.00280575	-1.31723e-05	-0.000209816	0.00280381	-0.000204616	0.00259669
4.16	0.00281272	-1.31956e-05	-0.000210326	0.00281077	-0.000205113	0.00260306
4.17	0.00281968	-1.32188e-05	-0.000210836	0.00281773	-0.00020561	0.00260943
4.18	0.00282665	-1.3242e-05	-0.000211346	0.00282469	-0.000206108	0.0026158
4.19	0.00283362	-1.32652e-05	-0.000211856	0.00283165	-0.000206605	0.00262217
4.2	0.00284059	-1.32883e-05	-0.000212366	0.00283862	-0.000207102	0.00262854
4.21	0.00284756	-1.33113e-05	-0.000212876	0.00284559	-0.000207599	0.00263492
4.22	0.00285454	-1.33343e-05	-0.000213386	0.00285255	-0.000208096	0.00264129
4.23	0.00286151	-1.33572e-05	-0.000213896	0.00285952	-0.000208593	0.00264767
4.24	0.00286849	-1.33801e-05	-0.000214407	0.00286649	-0.000209091	0.00265405
4.25	0.00287547	-1.34029e-05	-0.000214917	0.00287347	-0.000209588	0.00266042
4.26	0.00288245	-1.34257e-05	-0.000215427	0.00288044	-0.000210085	0.0026668
4.27	0.00288943	-1.34484e-05	-0.000215937	0.00288742	-0.000210582	0.00267318
4.28	0.00289642	-1.3471e-05	-0.000216447	0.0028944	-0.000211079	0.00267956
4.29	0.0029034	-1.34936e-05	-0.000216957	0.00290137	-0.000211577	0.00268594
4.3	0.00291039	-1.35161e-05	-0.000217468	0.00290836	-0.000212074	0.00269233
4.31	0.00291738	-1.35386e-05	-0.000217978	0.00291534	-0.000212571	0.00269871
4.32	0.00292437	-1.3561e-05	-0.000218488	0.00292232	-0.000213069	0.00270509
4.33	0.00293136	-1.35834e-05	-0.000218998	0.00292931	-0.000213566	0.00271148
4.34	0.00293835	-1.36057e-05	-0.000219509	0.00293629	-0.000214063	0.00271786
4.35	0.00294535	-1.36279e-05	-0.000220019	0.00294328	-0.000214561	0.00272425
4.36	0.00295234	-1.36501e-05	-0.000220529	0.00295027	-0.000215058	0.00273064
4.37	0.00295934	-1.36722e-05	-0.000221039	0.00295727	-0.000215555	0.00273702
4.38	0.00296634	-1.36943e-05	-0.00022155	0.00296426	-0.000216053	0.00274341
4.39	0.00297334	-1.37163e-05	-0.00022206	0.00297125	-0.00021655	0.0027498
4.4	0.00298035	-1.37382e-05	-0.00022257	0.00297825	-0.000217047	0.00275619
4.41	0.00298735	-1.37601e-05	-0.000223081	0.00298525	-0.000217545	0.00276259
4.42	0.00299436	-1.3782e-05	-0.000223591	0.00299225	-0.000218042	0.00276898
4.43	0.00300137	-1.38037e-05	-0.000224102	0.00299925	-0.00021854	0.00277537
4.44	0.00300838	-1.38254e-05	-0.000224612	0.00300625	-0.000219037	0.00278177
4.45	0.00301539	-1.38471e-05	-0.000225122	0.00301326	-0.000219535	0.00278816
4.46	0.0030224	-1.38686e-05	-0.000225633	0.00302027	-0.000220032	0.00279456
4.47	0.00302941	-1.38902e-05	-0.000226143	0.00302728	-0.00022053	0.00280096
4.48	0.00303643	-1.39116e-05	-0.000226654	0.00303429	-0.000221027	0.00280735
4.49	0.00304345	-1.3933e-05	-0.000227164	0.0030413	-0.000221525	0.00281375
4.5	0.00305047	-1.39544e-05	-0.000227675	0.00304831	-0.000222022	0.00282015
4.51	0.00305749	-1.39756e-05	-0.000228185	0.00305533	-0.00022252	0.00282655
4.52	0.00306451	-1.39968e-05	-0.000228696	0.00306234	-0.000223017	0.00283296
4.53	0.00307154	-1.4018e-05	-0.000229206	0.00306936	-0.000223515	0.00283936
4.54	0.00307856	-1.4039e-05	-0.000229717	0.00307638	-0.000224012	0.00284576
4.55	0.00308559	-1.40601e-05	-0.000230227	0.0030834	-0.00022451	0.00285217
4.56	0.00309262	-1.4081e-05	-0.000230738	0.00309043	-0.000225008	0.00285857
4.57	0.00309965	-1.41019e-05	-0.000231248	0.00309745	-0.000225505	0.00286498
4.58	0.00310669	-1.41227e-05	-0.000231759	0.00310448	-0.000226003	0.00287139
4.59	0.00311372	-1.41435e-05	-0.00023227	0.00311151	-0.000226501	0.0028778
4.6	0.00312076	-1.41642e-05	-0.00023278	0.00311854	-0.000226998	0.00288421
4.61	0.0031278	-1.41848e-05	-0.000233291	0.00312557	-0.000227496	0.00289062
4.62	0.00313484	-1.42053e-05	-0.000233802	0.0031326	-0.000227994	0.00289703
4.63	0.00314188	-1.42258e-05	-0.000234312	0.00313964	-0.000228492	0.00290344
4.64	0.00314892	-1.42462e-05	-0.000234823	0.00314667	-0.000228989	0.00290985
4.65	0.00315597	-1.42666e-05	-0.000235334	0.00315371	-0.000229487	0.00291627
4.66	0.00316302	-1.42869e-05	-0.000235844	0.00316075	-0.000229985	0.00292268
4.67	0.00317006	-1.43071e-05	-0.000236355	0.0031678	-0.000230483	0.0029291
4.68	0.00317712	-1.43272e-05	-0.000236866	0.00317484	-0.000230981	0.00293551
4.69	0.00318417	-1.43473e-05	-0.000237377	0.00318189	-0.000231479	0.00294193
4.7	0.00319122	-1.43673e-05	-0.000237888	0.00318893	-0.000231977	0.00294835
4.71	0.00319828	-1.43873e-05	-0.000238398	0.00319598	-0.000232474	0.00295477
4.72	0.00320534	-1.44071e-05	-0.000238909	0.00320303	-0.000232972	0.00296119
4.73	0.00321239	-1.44269e-05	-0.00023942	0.00321009	-0.00023347	0.00296761
4.74	0.00321946	-1.44467e-05	-0.000239931	0.00321714	-0.000233968	0.00297404
4.75	0.00322652	-1.44663e-05	-0.000240442	0.0032242	-0.000234466	0.00298046
4.76	0.00323358	-1.44859e-05	-0.000240953	0.00323126	-0.000234964	0.00298688
4.77	0.00324065	-1.45054e-05	-0.000241464	0.00323832	-0.000235462	0.00299331
4.78	0.00324772	-1.45249e-05	-0.000241975	0.00324538	-0.00023596	0.00299974
4.79	0.00325479	-1.45443e-05	-0.000242486	0.00325244	-0.000236458	0.00300616
4.8	0.00326186	-1.45636e-05	-0.000242997	0.00325951	-0.000236957	0.00301259
4.81	0.00326893	-1.45828e-05	-0.000243508	0.00326657	-0.000237455	0.00301902
4.82	0.00327601	-1.46019e-05	-0.000244019	0.00327364	-0.000237953	0.00302545
4.83	0.00328309	-1.4621e-05	-0.00024453	0.00328071	-0.000238451	0.00303188
4.84	0.00329017	-1.464e-05	-0.000245041	0.00328779	-0.000238949	0.00303832
4.85	0.00329725	-1.46589e-05	-0.000245552	0.00329486	-0.000239447	0.00304475
4.86	0.00330433	-1.46778e-05	-0.000246064	0.00330194	-0.000239946	0.00305118
4.87	0.00331142	-1.46966e-05	-0.000246575	0.00330901	-0.000240444	0.00305762
4.88	0.0033185	-1.47153e-05	-0.000247086	0.00331609	-0.000240942	0.00306406
4.89	0.00332559	-1.47339e-05	-0.000247597	0.00332318	-0.00024144	0.00307049
4.9	0.00333268	-1.47524e-05	-0.000248109	0.00333026	-0.000241939	0.00307693
4.91	0.00333977	-1.47709e-05	-0.00024862	0.00333734	-0.000242437	0.00308337
4.92	0.00334687	-1.47893e-05	-0.000249131	0.00334443	-0.000242936	0.00308981
4.93	0.00335396	-1.48076e-05	-0.000249643	0.00335152	-0.000243434	0.00309625
4.94	0.00336106	-1.48258e-05	-0.000250154	0.00335861	-0.000243932	0.0031027
4.95	0.00336816	-1.4844e-05	-0.000250665	0.0033657	-0.000244431	0.00310914
4.96	0.00337526	-1.48621e-05	-0.000251177	0.0033728	-0.000244929	0.00311558
4.97	0.00338236	-1.48801e-05	-0.000251688	0.00337989	-0.000245428	0.00312203
4.98	0.00338947	-1.4898e-05	-0.0002522	0.00338699	-0.000245926	0.00312848
4.99	0.00339657	-1.49158e-05	-0.000252711	0.00339409	-0.000246425	0.00313492
5	0.00340368	-1.49336e-05	-0.000253223	0.00340119	-0.000246923	0.00314137
5.01	0.00341079	-1.49513e-05	-0.000253734	0.0034083	-0.000247422	0.00314782
5.02	0.00341791	-1.49689e-05	-0.000254246	0.0034154	-0.000247921	0.00315427
5.03	0.00342502	-1.49864e-05	-0.000254758	0.00342251	-0.000248419	0.00316072
5.04	0.00343214	-1.50038e-05	-0.000255269	0.00342962	-0.000248918	0.00316718
5.05	0.00343926	-1.50212e-05	-0.000255781	0.00343673	-0.000249417	0.00317363
5.06	0.00344638	-1.50384e-05	-0.000256293	0.00344384	-0.000249915	0.00318008
5.07	0.0034535	-1.50556e-05	-0.000256804	0.00345096	-0.000250414	0.00318654
5.08	0.00346062	-1.50727e-05	-0.000257316	0.00345808	-0.000250913	0.003193
5.09	0.00346775	-1.50897e-05	-0.000257828	0.00346519	-0.000251412	0.00319945
5.1	0.00347488	-1.51067e-05	-0.00025834	0.00347231	-0.000251911	0.00320591
5.11	0.00348201	-1.51235e-05	-0.000258852	0.00347944	-0.00025241	0.00321237
5.12	0.00348914	-1.51403e-05	-0.000259364	0.00348656	-0.000252909	0.00321883
5.13	0.00349627	-1.51569e-05	-0.000259876	0.00349369	-0.000253407	0.0032253
5.14	0.00350341	-1.51735e-05	-0.000260388	0.00350082	-0.000253906	0.00323176
5.15	0.00351054	-1.519e-05	-0.0002609	0.00350795	-0.000254405	0.00323822
5.16	0.00351768	-1.52064e-05	-0.000261412	0.00351508	-0.000254905	0.00324469
5.17	0.00352482	-1.52228e-05	-0.000261924	0.00352221	-0.000255404	0.00325115
5.18	0.00353197	-1.5239e-05	-0.000262436	0.00352935	-0.000255903	0.00325762
5.19	0.00353911	-1.52551e-05	-0.000262948	0.00353649	-0.000256402	0.00326409
5.2	0.00354626	-1.52712e-05	-0.00026346	0.00354363	-0.000256901	0.00327056
5.21	0.00355341	-1.52872e-05	-0.000263972	0.00355077	-0.0002574	0.00327703
5.22	0.00356056	-1.5303e-05	-0.000264485	0.00355791	-0.000257899	0.0032835
5.23	0.00356771	-1.53188e-05	-0.000264997	0.00356506	-0.000258399	0.00328997
5.24	0.00357487	-1.53345e-05	-0.000265509	0.00357221	-0.000258898	0.00329645
5.25	0.00358203	-1.53501e-05	-0.000266021	0.00357936	-0.000259397	0.00330292
5.26	0.00358918	-1.53657e-05	-0.000266534	0.00358651	-0.000259897	0.0033094
5.27	0.00359635	-1.53811e-05	-0.000267046	0.00359366	-0.000260396	0.00331587
5.28	0.00360351	-1.53964e-05	-0.000267559	0.00360082	-0.000260895	0.00332235
5.29	0.00361067	-1.54117e-05	-0.000268071	0.00360797	-0.000261395	0.00332883
5.3	0.00361784	-1.54268e-05	-0.000268584	0.00361513	-0.000261894	0.00333531
5.31	0.00362501	-1.54419e-05	-0.000269096	0.0036223	-0.000262394	0.00334179
5.32	0.00363218	-1.54568e-05	-0.000269609	0.00362946	-0.000262893	0.00334827
5.33	0.00363935	-1.54717e-05	-0.000270122	0.00363663	-0.000263393	0.00335476
5.34	0.00364653	-1.54865e-05	-0.000270634	0.00364379	-0.000263893	0.00336124
5.35	0.00365371	-1.55012e-05	-0.000271147	0.00365096	-0.000264392	0.00336773
5.36	0.00366088	-1.55157e-05	-0.00027166	0.00365813	-0.000264892	0.00337421
5.37	0.00366807	-1.55302e-05	-0.000272173	0.00366531	-0.000265392	0.0033807
5.38	0.00367525	-1.55446e-05	-0.000272685	0.00367248	-0.000265892	0.00338719
5.39	0.00368243	-1.55589e-05	-0.000273198	0.00367966	-0.000266391	0.00339368
5.4	0.00368962	-1.55731e-05	-0.000273711	0.00368684	-0.000266891	0.00340017
5.41	0.00369681	-1.55872e-05	-0.000274224	0.00369402	-0.000267391	0.00340666
5.42	0.003704	-1.56012e-05	-0.000274737	0.00370121	-0.000267891	0.00341315
5.43	0.0037112	-1.56151e-05	-0.00027525	0.00370839	-0.000268391	0.00341965
5.44	0.00371839	-1.56289e-05	-0.000275763	0.00371558	-0.000268891	0.00342614
5.45	0.00372559	-1.56426e-05	-0.000276276	0.00372277	-0.000269391	0.00343264
5.46	0.00373279	-1.56562e-05	-0.00027679	0.00372996	-0.000269891	0.00343914
5.47	0.00373999	-1.56697e-05	-0.000277303	0.00373716	-0.000270391	0.00344563
5.48	0.00374719	-1.56831e-05	-0.000277816	0.00374435	-0.000270891	0.00345213
5.49	0.0037544	-1.56964e-05	-0.000278329	0.00375155	-0.000271391	0.00345863
5.5	0.00376161	-1.57097e-05	-0.000278843	0.00375875	-0.000271892	0.00346514
5.51	0.00376882	-1.57228e-05	-0.000279356	0.00376595	-0.000272392	0.00347164
5.52	0.00377603	-1.57358e-05	-0.000279869	0.00377316	-0.000272892	0.00347814
5.53	0.00378324	-1.57487e-05	-0.000280383	0.00378036	-0.000273392	0.00348465
5.54	0.00379046	-1.57615e-05	-0.000280896	0.00378757	-0.000273893	0.00349115
5.55	0.00379768	-1.57742e-05	-0.00028141	0.00379478	-0.000274393	0.00349766
5.56	0.0038049	-1.57867e-05	-0.000281924	0.00380199	-0.000274894	0.00350417
5.57	0.00381212	-1.57992e-05	-0.000282437	0.00380921	-0.000275394	0.00351068
5.58	0.00381935	-1.58116e-05	-0.000282951	0.00381643	-0.000275895	0.00351719
5.59	0.00382657	-1.58239e-05	-0.000283465	0.00382364	-0.000276395	0.0035237
5.6	0.0038338	-1.58361e-05	-0.000283978	0.00383087	-0.000276896	0.00353022
5.61	0.00384103	-1.58481e-05	-0.000284492	0.00383809	-0.000277396	0.00353673
5.62	0.00384827	-1.58601e-05	-0.000285006	0.00384531	-0.000277897	0.00354325
5.63	0.0038555	-1.5872e-05	-0.00028552	0.00385254	-0.000278398	0.00354976
5.64	0.00386274	-1.58837e-05	-0.000286034	0.00385977	-0.000278898	0.00355628
5.65	0.00386998	-1.58954e-05	-0.000286548	0.003867	-0.000279399	0.0035628
5.66	0.00387722	-1.59069e-05	-0.000287062	0.00387424	-0.0002799	0.00356932
5.67	0.00388446	-1.59183e-05	-0.000287576	0.00388147	-0.000280401	0.00357584
5.68	0.00389171	-1.59297e-05	-0.00028809	0.00388871	-0.000280902	0.00358236
5.69	0.00389896	-1.59409e-05	-0.000288604	0.00389595	-0.000281403	0.00358888
5.7	0.00390621	-1.5952e-05	-0.000289119	0.00390319	-0.000281904	0.00359541
5.71	0.00391346	-1.5963e-05	-0.000289633	0.00391044	-0.000282405	0.00360193
5.72	0.00392072	-1.59739e-05	-0.000290147	0.00391769	-0.000282906	0.00360846
5.73	0.00392797	-1.59846e-05	-0.000290662	0.00392493	-0.000283407	0.00361499
5.74	0.00393523	-1.59953e-05	-0.000291176	0.00393219	-0.000283908	0.00362152
5.75	0.00394249	-1.60059e-05	-0.00029169	0.00393944	-0.000284409	0.00362805
5.76	0.00394976	-1.60163e-05	-0.000292205	0.00394669	-0.00028491	0.00363458
5.77	0.00395702	-1.60267e-05	-0.00029272	0.00395395	-0.000285412	0.00364111
5.78	0.00396429	-1.60369e-05	-0.000293234	0.00396121	-0.000285913	0.00364765
5.79	0.00397156	-1.6047e-05	-0.000293749	0.00396847	-0.000286414	0.00365418
5.8	0.00397883	-1.6057e-05	-0.000294263	0.00397574	-0.000286916	0.00366072
5.81	0.00398611	-1.60669e-05	-0.000294778	0.003983	-0.000287417	0.00366726
5.82	0.00399339	-1.60767e-05	-0.000295293	0.00399027	-0.000287918	0.00367379
5.83	0.00400066	-1.60863e-05	-0.000295808	0.00399754	-0.00028842	0.00368033
5.84	0.00400795	-1.60959e-05	-0.000296323	0.00400482	-0.000288921	0.00368687
5.85	0.00401523	-1.61053e-05	-0.000296838	0.00401209	-0.000289423	0.00369342
5.86	0.00402252	-1.61147e-05	-0.000297353	0.00401937	-0.000289925	0.00369996
5.87	0.0040298	-1.61239e-05	-0.000297868	0.00402665	-0.000290426	0.0037065
5.88	0.00403709	-1.6133e-05	-0.000298383	0.00403393	-0.000290928	0.00371305
5.89	0.00404439	-1.6142e-05	-0.000298898	0.00404122	-0.00029143	0.0037196
5.9	0.00405168	-1.61508e-05	-0.000299413	0.0040485	-0.000291931	0.00372614
5.91	0.00405898	-1.61596e-05	-0.000299928	0.00405579	-0.000292433	0.00373269
5.92	0.00406628	-1.61682e-05	-0.000300443	0.00406308	-0.000292935	0.00373924
5.93	0.00407358	-1.61767e-05	-0.000300959	0.00407038	-0.000293437	0.0037458
5.94	0.00408088	-1.61851e-05	-0.000301474	0.00407767	-0.000293939	0.00375235
5.95	0.00408819	-1.61934e-05	-0.00030199	0.00408497	-0.000294441	0.0037589
5.96	0.0040955	-1.62016e-05	-0.000302505	0.00409227	-0.000294943	0.00376546
5.97	0.00410281	-1.62096e-05	-0.00030302	0.00409957	-0.000295445	0.00377201
5.98	0.00411012	-1.62176e-05	-0.000303536	0.00410688	-0.000295947	0.00377857
5.99	0.00411744	-1.62254e-05	-0.000304052	0.00411418	-0.000296449	0.00378513
6	0.00412476	-1.62331e-05	-0.000304567	0.00412149	-0.000296951	0.00379169
6.01	0.00413208	-1.62407e-05	-0.000305083	0.00412881	-0.000297454	0.00379825
6.02	0.0041394	-1.62481e-05	-0.000305599	0.00413612	-0.000297956	0.00380482
6.03	0.00414672	-1.62555e-05	-0.000306114	0.00414344	-0.000298458	0.00381138
6.04	0.00415405	-1.62627e-05	-0.00030663	0.00415075	-0.00029896	0.00381794
6.05	0.00416138	-1.62698e-05	-0.000307146	0.00415808	-0.000299463	0.00382451
6.06	0.00416871	-1.62768e-05	-0.000307662	0.0041654	-0.000299965	0.00383108
6.07	0.00417605	-1.62837e-05	-0.000308178	0.00417272	-0.000300467	0.00383765
6.08	0.00418338	-1.62904e-05	-0.000308694	0.00418005	-0.00030097	0.00384422
6.09	0.00419072	-1.62971e-05	-0.00030921	0.00418738	-0.000301472	0.00385079
6.1	0.00419806	-1.63036e-05	-0.000309726	0.00419472	-0.000301975	0.00385736
6.11	0.00420541	-1.631e-05	-0.000310243	0.00420205	-0.000302477	0.00386394
6.12	0.00421275	-1.63163e-05	-0.000310759	0.00420939	-0.00030298	0.00387051
6.13	0.0042201	-1.63224e-05	-0.000311275	0.00421673	-0.000303483	0.00387709
6.14	0.00422745	-1.63285e-05	-0.000311791	0.00422407	-0.000303985	0.00388366
6.15	0.00423481	-1.63344e-05	-0.000312308	0.00423141	-0.000304488	0.00389024
6.16	0.00424216	-1.63402e-05	-0.000312824	0.00423876	-0.000304991	0.00389682
6.17	0.00424952	-1.63458e-05	-0.000313341	0.00424611	-0.000305494	0.00390341
6.18	0.00425688	-1.63514e-05	-0.000313857	0.00425346	-0.000305996	0.00390999
6.19	0.00426424	-1.63568e-05	-0.000314374	0.00426082	-0.000306499	0.00391657
6.2	0.00427161	-1.63621e-05	-0.000314891	0.00426817	-0.000307002	0.00392316
6.21	0.00427898	-1.63673e-05	-0.000315407	0.00427553	-0.000307505	0.00392974
6.22	0.00428635	-1.63724e-05	-0.000315924	0.00428289	-0.000308008	0.00393633
6.23	0.00429372	-1.63773e-05	-0.000316441	0.00429026	-0.000308511	0.00394292
6.24	0.0043011	-1.63821e-05	-0.000316958	0.00429762	-0.000309014	0.00394951
6.25	0.00430847	-1.63868e-05	-0.000317474	0.00430499	-0.000309517	0.0039561
6.26	0.00431585	-1.63914e-05	-0.000317991	0.00431236	-0.00031002	0.0039627
6.27	0.00432324	-1.63958e-05	-0.000318508	0.00431974	-0.000310523	0.00396929
6.28	0.00433062	-1.64001e-05	-0.000319025	0.00432711	-0.000311026	0.00397589
6.29	0.00433801	-1.64043e-05	-0.000319542	0.00433449	-0.000311529	0.00398248
6.3	0.0043454	-1.64084e-05	-0.00032006	0.00434187	-0.000312032	0.00398908
6.31	0.00435279	-1.64124e-05	-0.000320577	0.00434925	-0.000312535	0.00399568
6.32	0.00436018	-1.64162e-05	-0.000321094	0.00435664	-0.000313039	0.00400228
6.33	0.00436758	-1.64199e-05	-0.000321611	0.00436403	-0.000313542	0.00400888
6.34	0.00437498	-1.64234e-05	-0.000322128	0.00437142	-0.000314045	0.00401549
6.35	0.00438238	-1.64269e-05	-0.000322646	0.00437881	-0.000314549	0.00402209
6.36	0.00438979	-1.64302e-05	-0.000323163	0.00438621	-0.000315052	0.0040287
6.37	0.0043972	-1.64334e-05	-0.000323681	0.00439361	-0.000315555	0.00403531
6.38	0.00440461	-1.64365e-05	-0.000324198	0.00440101	-0.000316059	0.00404192
6.39	0.00441202	-1.64394e-05	-0.000324716	0.00440841	-0.000316562	0.00404853
6.4	0.00441943	-1.64423e-05	-0.000325233	0.00441582	-0.000317066	0.00405514
6.41	0.00442685	-1.6445e-05	-0.000325751	0.00442322	-0.000317569	0.00406175
6.42	0.00443427	-1.64475e-05	-0.000326268	0.00443063	-0.000318073	0.00406836
6.43	0.00444169	-1.645e-05	-0.000326786	0.00443805	-0.000318576	0.00407498
6.44	0.00444912	-1.64523e-05	-0.000327304	0.00444546	-0.00031908	0.0040816
6.45	0.00445655	-1.64545e-05	-0.000327822	0.00445288	-0.000319583	0.00408822
6.46	0.00446398	-1.64565e-05	-0.000328339	0.0044603	-0.000320087	0.00409483
6.47	0.00447141	-1.64585e-05	-0.000328857	0.00446773	-0.000320591	0.00410146
6.48	0.00447885	-1.64603e-05	-0.000329375	0.00447515	-0.000321094	0.00410808
6.49	0.00448628	-1.64619e-05	-0.000329893	0.00448258	-0.000321598	0.0041147
6.5	0.00449372	-1.64635e-05	-0.000330411	0.00449001	-0.000322102	0.00412133
6.51	0.00450117	-1.64649e-05	-0.000330929	0.00449745	-0.000322606	0.00412795
6.52	0.00450861	-1.64662e-05	-0.000331447	0.00450488	-0.000323109	0.00413458
6.53	0.00451606	-1.64674e-05	-0.000331965	0.00451232	-0.000323613	0.00414121
6.54	0.00452351	-1.64684e-05	-0.000332483	0.00451976	-0.000324117	0.00414784
6.55	0.00453097	-1.64693e-05	-0.000333001	0.00452721	-0.000324621	0.00415447
6.56	0.00453842	-1.64701e-05	-0.00033352	0.00453465	-0.000325125	0.00416111
6.57	0.00454588	-1.64708e-05	-0.000334038	0.0045421	-0.000325629	0.00416774
6.58	0.00455334	-1.64713e-05	-0.000334556	0.00454956	-0.000326133	0.00417438
6.59	0.00456081	-1.64717e-05	-0.000335074	0.00455701	-0.000326637	0.00418101
6.6	0.00456828	-1.64719e-05	-0.000335593	0.00456447	-0.000327141	0.00418765
6.61	0.00457575	-1.64721e-05	-0.000336111	0.00457193	-0.000327645	0.00419429
6.62	0.00458322	-1.64721e-05	-0.00033663	0.00457939	-0.000328149	0.00420093
6.63	0.00459069	-1.64719e-05	-0.000337148	0.00458686	-0.000328653	0.00420758
6.64	0.00459817	-1.64717e-05	-0.000337667	0.00459432	-0.000329157	0.00421422
6.65	0.00460565	-1.64713e-05	-0.000338185	0.00460179	-0.000329661	0.00422087
6.66	0.00461313	-1.64708e-05	-0.000338704	0.00460927	-0.000330165	0.00422751
6.67	0.00462062	-1.64701e-05	-0.000339222	0.00461674	-0.000330669	0.00423416
6.68	0.00462811	-1.64694e-05	-0.000339741	0.00462422	-0.000331173	0.00424081
6.69	0.0046356	-1.64685e-05	-0.000340259	0.0046317	-0.000331677	0.00424746
6.7	0.00464309	-1.64674e-05	-0.000340778	0.00463919	-0.000332182	0.00425412
6.71	0.00465059	-1.64662e-05	-0.000341297	0.00464667	-0.000332686	0.00426077
6.72	0.00465809	-1.64649e-05	-0.000341816	0.00465416	-0.00033319	0.00426743
6.73	0.00466559	-1.64635e-05	-0.000342334	0.00466165	-0.000333694	0.00427409
6.74	0.00467309	-1.6462e-05	-0.000342853	0.00466915	-0.000334199	0.00428074
6.75	0.0046806	-1.64603e-05	-0.000343372	0.00467665	-0.000334703	0.0042874
6.76	0.00468811	-1.64584e-05	-0.000343891	0.00468415	-0.000335207	0.00429407
6.77	0.00469562	-1.64565e-05	-0.00034441	0.00469165	-0.000335711	0.00430073
6.78	0.00470314	-1.64544e-05	-0.000344929	0.00469915	-0.000336216	0.00430739
6.79	0.00471066	-1.64522e-05	-0.000345447	0.00470666	-0.00033672	0.00431406
6.8	0.00471818	-1.64498e-05	-0.000345966	0.00471417	-0.000337225	0.00432073
6.81	0.0047257	-1.64473e-05	-0.000346485	0.00472169	-0.000337729	0.00432739
6.82	0.00473323	-1.64447e-05	-0.000347004	0.00472921	-0.000338233	0.00433406
6.83	0.00474076	-1.6442e-05	-0.000347523	0.00473672	-0.000338738	0.00434074
6.84	0.00474829	-1.64391e-05	-0.000348043	0.00474425	-0.000339242	0.00434741
6.85	0.00475583	-1.64361e-05	-0.000348562	0.00475177	-0.000339747	0.00435408
6.86	0.00476337	-1.64329e-05	-0.000349081	0.0047593	-0.000340251	0.00436076
6.87	0.00477091	-1.64296e-05	-0.0003496	0.00476683	-0.000340756	0.00436744
6.88	0.00477845	-1.64262e-05	-0.000350119	0.00477436	-0.00034126	0.00437412
6.89	0.004786	-1.64227e-05	-0.000350638	0.0047819	-0.000341765	0.0043808
6.9	0.00479355	-1.6419e-05	-0.000351157	0.00478944	-0.000342269	0.00438748
6.91	0.0048011	-1.64152e-05	-0.000351676	0.00479698	-0.000342774	0.00439416
6.92	0.00480865	-1.64113e-05	-0.000352196	0.00480453	-0.000343278	0.00440085
6.93	0.00481621	-1.64072e-05	-0.000352715	0.00481207	-0.000343783	0.00440753
6.94	0.00482377	-1.6403e-05	-0.000353234	0.00481962	-0.000344287	0.00441422
6.95	0.00483134	-1.63986e-05	-0.000353753	0.00482718	-0.000344792	0.00442091
6.96	0.0048389	-1.63941e-05	-0.000354273	0.00483473	-0.000345297	0.0044276
6.97	0.00484647	-1.63895e-05	-0.000354792	0.00484229	-0.000345801	0.00443429
6.98	0.00485404	-1.63848e-05	-0.000355311	0.00484985	-0.000346306	0.00444099
6.99	0.00486162	-1.63799e-05	-0.000355831	0.00485742	-0.00034681	0.00444768
7	0.0048692	-1.63749e-05	-0.00035635	0.00486499	-0.000347315	0.00445438
7.01	0.00487678	-1.63697e-05	-0.000356869	0.00487256	-0.00034782	0.00446108
7.02	0.00488436	-1.63644e-05	-0.000357389	0.00488013	-0.000348324	0.00446778
7.03	0.00489195	-1.6359e-05	-0.000357908	0.00488771	-0.000348829	0.00447448
7.04	0.00489954	-1.63535e-05	-0.000358428	0.00489528	-0.000349334	0.00448118
7.05	0.00490713	-1.63478e-05	-0.000358947	0.00490287	-0.000349838	0.00448789
7.06	0.00491473	-1.63419e-05	-0.000359466	0.00491045	-0.000350343	0.00449459
7.07	0.00492232	-1.6336e-05	-0.000359986	0.00491804	-0.000350848	0.0045013
7.08	0.00492993	-1.63299e-05	-0.000360505	0.00492563	-0.000351352	0.00450801
7.09	0.00493753	-1.63236e-05	-0.000361025	0.00493322	-0.000351857	0.00451472
7.1	0.00494514	-1.63173e-05	-0.000361544	0.00494082	-0.000352362	0.00452143
